		名詞	
さいれんとすとーむ	月光「サイレントストーム」	名詞	妖精：B1-3 ルナチャイルド
さいれんとすとーむ	サイレントストーム	名詞	妖精：B1-3 ルナチャイルド
さいれんとせれな	月符「サイレントセレナ」	名詞	紅：パチュリー Extra / 萃：パチュリーの弐符B / 緋非：パチュリーのスペル
さいれんとせれな	サイレントセレナ	名詞	紅：パチュリー Extra / 萃：パチュリーの弐符B / 緋非：パチュリーのスペル
さいれんとふらわー	月光「サイレントフラワー」	名詞	妖精：C1-3 ルナチャイルド
さいれんとふらわー	サイレントフラワー	名詞	妖精：C1-3 ルナチャイルド
さゔぁん	サヴァン	名詞	
さえつき	冴月	姓	
さえづき	冴月	姓	
さえつきりん	冴月麟	人名	
さえづきりん	冴月麟	人名	
さえのかみ	塞の神	名詞	
さかさしろ	逆さ城	名詞	
さかさにじ	逆さ虹	名詞	
さかさびょうぶ	逆さ屏風	名詞	緋非：幽々子の必殺技
さからうことなきをむねとせよ	神光「逆らう事なきを宗とせよ」	名詞	神：神子 6面--HL
さからうことなきをむねとせよ	逆らう事なきを宗とせよ	名詞	神：神子 6面--HL
さくや	十六夜咲夜	人名	紅：5中ボス、5ボス、6中ボス / 妖永萃花緋非輝：自機 / 文：書籍、Lv7
さくや	咲夜	名	
さくやとくせいすとっぷうぉっち	時符「咲夜特製ストップウォッチ」	名詞	緋：咲夜の自機・ストーリースペル / 非：咲夜のスペル
さくやとくせいすとっぷうぉっち	咲夜特製ストップウォッチ	名詞	緋：咲夜の自機・ストーリースペル / 非：咲夜のスペル
さくやのせかい	「咲夜の世界」	名詞	萃：咲夜の弐符B / 緋非：咲夜のスペル
さくやのせかい	咲夜の世界	名詞	萃：咲夜の弐符B / 緋非：咲夜のスペル
さくらいじえんじょう	炎符「桜井寺炎上」	名詞	神：布都 5面--HL
さくらいじえんじょう	桜井寺炎上	名詞	神：布都 5面--HL
さくらさくら	さくらさくら　～ Japanize Dream...	名詞	妖々夢：スタッフロールテーマ
さくらてん	桜点	名詞	
さくらふぶきじごく	桜符「桜吹雪地獄」	名詞	神：幽々子 OverDrive
さくらふぶきじごく	桜吹雪地獄	名詞	神：幽々子 OverDrive
ささめゆきのかかく	傘符「細雪の過客」	名詞	DS：3-8 小傘
ささめゆきのかかく	細雪の過客	名詞	DS：3-8 小傘
ささめゆきのかきゃく	傘符「細雪の過客」	名詞	DS：3-8 小傘
ささめゆきのかきゃく	細雪の過客	名詞	DS：3-8 小傘
さつき	冴月	姓	
さつきりん	冴月麟	人名	
さつじんどーる	メイド秘技「殺人ドール」	名詞	紅：咲夜 5面--HL
さつじんどーる	殺人ドール	名詞	紅：5面--HL・メイド秘技 //(幻符) 妖：咲夜A低速ボム / 永：自機スペル / 萃：壱符A / 緋非：咲夜のスペル
さつじんどーる	幻符「殺人ドール」	名詞	妖：咲夜A(幻符)の低速ボム / 永：咲夜の自機スペル / 萃：咲夜の壱符A / 緋非：咲夜のスペル
さてらいとひまわり	月＆木符「サテライトヒマワリ」	名詞	文：5-6 パチュリー / 緋非：パチュリーのスペル・月木符
さてらいとひまわり	サテライトヒマワリ	名詞	文：5-6 パチュリー・月＆木符 / 緋非：パチュリーのスペル・月木符
さてらいとひまわり	月木符「サテライトヒマワリ」	名詞	緋非：パチュリーのスペル / 文：5-6 パチュリー・月＆木符
さどのふたついわ	佐渡の二ッ岩	名詞	神神霊廟：Extraボス・マミゾウのテーマ / 心綺楼：stage妖怪狸の森・マミゾウのテーマ
さとり	古明地さとり	人名	地：4ボス / DS：Lv9
さとり	さとり	名	
さなえ	東風谷早苗	人名	風：5中ボス、5ボス / 地：Ex中ボス / 星非神：自機 / DS：Ex
さなえ	早苗	名	
ざなどぅ	ザナドゥ	名詞	
さにー	サニーミルク	人名	妖精 / 三月精主人公
さにー	サニー	名詞	
さにーみるく	サニーミルク	人名	妖精 / 三月精主人公
さにーみるくのこうむいへん	サニーミルクの紅霧異変	名詞	三月精(第二部)第1巻：Tr.01
さにーるちるふれくしょん	サニールチルフレクション	名詞	三月精(第一部)：Tr.01 / 三月精(第二部)第2巻：Tr.02
さびしがりやのきんばくれい	寂しがり屋の緊縛霊	名詞	緋非：小町の必殺技
さぶたれいにあん	サブタレイニアン	名詞	
さぶたれいにあんさん	「サブタレイニアンサン」	名詞	地：空 6面--HL / 非：空のスペル
さぶたれいにあんさん	サブタレイニアンサン	名詞	地：空 6面--HL / 非：空のスペル
さぶたれいにあんろーず	「サブタレイニアンローズ」	名詞	地：こいし Extra
さぶたれいにあんろーず	サブタレイニアンローズ	名詞	地：こいし Extra
ざぽじてぃぶあんどねがてぃぶ	The Positive and Negative	名詞	靈異伝：5面 SinGyokuのテーマ / 幺樂団5：Tr.03
さまーふれいむ	サマーフレイム	名詞	緋非：パチュリーの必殺技
さまーれっど	サマーレッド	名詞	萃：パチュリー / 緋非：パチュリーの必殺技
さまよえるたいざい	罪符「彷徨える大罪」	名詞	花：四季映姫 C2、C3
さまよえるたいざい	彷徨える大罪	名詞	花：四季映姫 C2、C3
さもんたけみなかた	準備「サモンタケミナカタ」	名詞	風：早苗 5面--HL
さもんたけみなかた	サモンタケミナカタ	名詞	風：早苗 5面--HL
ざやくだん	坐薬弾	名詞	
さよあらし	小夜嵐	名詞	
さよなららばーりんぐ	さよならラバーリング	名詞	心：にとりの必殺技
さら	サラ	人名	怪：1ボス
ざらすとじゃっじめんと	the Last Judgement	名詞	怪綺談：5面テーマ / 幺樂団2：Tr.12
さらまんだーしーるど	神宝「サラマンダーシールド」	名詞	永：輝夜 6B面--HL
さらまんだーしーるど	サラマンダーシールド	名詞	永：輝夜 6B面--HL
さりえl	Sariel	人名	靈：魔界20ボス
さりえる	Sariel	人名	靈：魔界20ボス
さるたくろす	岐符「サルタクロス」	名詞	風：文 4面--HL
さるたくろす	サルタクロス	名詞	風：文 4面--HL
さるたひこ	猿田彦	名詞	
さるたひこのせんどう	突風「猿田彦の先導」	名詞	緋：文の自機・ストーリースペル / 非：文のスペル
さるたひこのせんどう	猿田彦の先導	名詞	緋：文の自機・ストーリースペル / 非：文のスペル
ざれじぇんどおぶかげ	the Legend of KAGE	名詞	幺樂団5：Tr.10
ざれじぇんどおぶかげ	The Legend of KAGE	名詞	靈異伝：16～19面テーマ
ざわーるど	幻世「ザ・ワールド」	名詞	紅：咲夜 5面--HL
ざわーるど	ザ・ワールド	名詞	紅：咲夜 5面--HL
ざんき	残機	名詞	
ざんきのかけら	残機の欠片	名詞	
さんぐれいざー	「サングレイザー」	名詞	心：魔理沙 LastWord
さんぐれいざー	サングレイザー	名詞	心：魔理沙 LastWord
さんげつせい	三月精	名詞	
さんこんしちはく	天神剣「三魂七魄」	名詞	妖：妖夢 5面---L
さんこんしちはく	三魂七魄	名詞	妖：妖夢 5面---L
さんじぇるまん	サンジェルマン	名詞	
さんじぇるまんのちゅうこく	貴人「サンジェルマンの忠告」	名詞	文：Ex-5 妹紅
さんじぇるまんのちゅうこく	サンジェルマンの忠告	名詞	文：Ex-5 妹紅
さんしゃいんにーどる	陽光「サンシャインニードル」	名詞	妖精：C2-3 サニーミルク
さんしゃいんにーどる	サンシャインニードル	名詞	妖精：C2-3 サニーミルク
さんしゃいんぶらすと	陽光「サンシャインブラスト」	名詞	妖精：A1-3 サニーミルク
さんしゃいんぶらすと	サンシャインブラスト	名詞	妖精：A1-3 サニーミルク
さんしゃいんりふれくたー	月金符「サンシャインリフレクター」	名詞	緋：パチュリーのストーリースペル
さんしゃいんりふれくたー	サンシャインリフレクター	名詞	緋：パチュリーのストーリースペル
さんしゅのじんぎ	三種の神器	名詞	
さんしゅのじんぎ	国符「三種の神器　剣」	名詞	永：慧音 3面E---
さんしゅのじんぎ	国符「三種の神器　玉」	名詞	永：慧音 3面-N--
さんしゅのじんぎ	国符「三種の神器　鏡」	名詞	永：慧音 3面--H-
さんしゅのじんぎ	国体「三種の神器　郷」	名詞	永：慧音 3面---L
さんしゅのじんぎ	三種の神器　剣	名詞	永：慧音 3面E---
さんしゅのじんぎ	三種の神器　玉	名詞	永：慧音 3面-N--
さんしゅのじんぎ	三種の神器　鏡	名詞	永：慧音 3面--H-
さんしゅのじんぎ	三種の神器　郷	名詞	永：慧音 3面---L
さんじんとぎょ	塞符「山神渡御」	名詞	風：文 4面EN--
さんじんとぎょ	山神渡御	名詞	風：文 4面EN--
さんずのかわ	三途の河	地名	
さんずのふね	三途の舟	名詞	非：小町の必殺技
さんせい	三精	名詞	
さんぜんだいせんせかいのあるじ	天符「三千大千世界の主」	名詞	心：白蓮のスペル
さんぜんだいせんせかいのあるじ	三千大千世界の主	名詞	心：白蓮のスペル
さんつぶのてんてき	「三粒の天滴」	名詞	非：システムカード
さんつぶのてんてき	三粒の天滴	名詞	非：システムカード
さんどめのふんしょくま	三度目の粉飾魔	名詞	心：魔理沙の特技
さんばーすと	激光「サンバースト」	名詞	妖精：C2-3 光の三妖精
さんばーすと	サンバースト	名詞	妖精：C2-3 光の三妖精
さんぺいふぁいたー	妖怪戦艦「三平ファイター」	名詞	心：にとりのストーリースペル
さんぺいふぁいたー	三平ファイター	名詞	心：にとりのストーリースペル
さんぽかいはい	四天王奥義「三歩壊廃」	名詞	非：萃香のスペル
さんぽかいはい	三歩壊廃	名詞	非：萃香のスペル
さんぽひっさつ	四天王奥義「三歩必殺」	名詞	地：勇儀 3面ENHL
さんぽひっさつ	三歩必殺	名詞	地：勇儀 3面ENHL
さんようせい	三妖精	名詞	
さんりんのさらあらし	風符「三輪の皿嵐」	名詞	心：布都のスペル
さんりんのさらあらし	三輪の皿嵐	名詞	心：布都のスペル
しーかーどーるず	偵符「シーカードールズ」	名詞	緋非：アリスのスペル
しーかーどーるず	シーカードールズ	名詞	緋非：アリスのスペル
しーかーわいやー	シーカーワイヤー	名詞	緋非：アリスの必殺技
しーずいんあてんぱー	She's in a temper!!	名詞	封魔録：1面ボス・里香のテーマ / 幺樂団3：Tr.03
しいでのゆうがとう	幽雅「死出の誘蛾灯」	名詞	文：8-2 幽々子 / 緋非：幽々子のスペル
しいでのゆうがとう	死出の誘蛾灯	名詞	文：8-2 幽々子 / 緋非：幽々子のスペル
じーのむこう	Gの向こう	名詞	大空魔術：Tr.07 (G FreeのCD印刷タイトル)
じーふりー	G Free	名詞	大空魔術：Tr.07
しーりこしぇ	光速「Ｃ．リコシェ」	名詞	非：咲夜のスペル
しーりこしぇ	Ｃ．リコシェ	名詞	非：咲夜のスペル
しーりんぐふぃあ	シーリングフィア	名詞	緋非：レミリアの必殺技
しゔぃぃざちおのfまぎc	Civilization of Magic	名詞	幺樂団5：Tr.12
しうんのおーめん	魔法「紫雲のオーメン」	名詞	星：白蓮 6面EN--
しうんのおーめん	紫雲のオーメン	名詞	星：白蓮 6面EN--
しぇしなてmぺr	She's in a temper!!	名詞	封魔録：1面ボス・里香のテーマ / 幺樂団3：Tr.03
じぇらしーぼんばー	嫉妬「ジェラシーボンバー」	名詞	DS：2-3 パルスィ
じぇらしーぼんばー	ジェラシーボンバー	名詞	DS：2-3 パルスィ
じぇりーふぃっしゅぷりんせす	水符「ジェリーフィッシュプリンセス」	名詞	緋：パチュリーの自機・ストーリースペル / 非：パチュリーのスペル
じぇりーふぃっしゅぷりんせす	ジェリーフィッシュプリンセス	名詞	緋：パチュリーの自機・ストーリースペル / 非：パチュリーのスペル
しかいえいえん	仙符「屍解永遠」	名詞	妖：橙 2面EN--
しかいえいえん	屍解永遠	名詞	妖：橙 2面EN--
しかいふくねん	「死灰復燃」	名詞	地：燐 5面EN--
しかいふくねん	死灰復燃	名詞	地：燐 5面EN--
しかいまたもゆ	「死灰復燃」	名詞	地：燐 5面EN--
しかいまたもゆ	死灰復燃	名詞	地：燐 5面EN--
しがん	此岸	名詞	
しかんのだいち	死還の大地	名詞	非：幽々子の必殺技
しがんのつか	此岸の塚	名詞	花映塚：会話のテーマ2
じき	自機	名詞	
しきえいき	四季映姫・ヤマザナドゥ	人名	花：自機 / 文：Lv10
しきえいき	四季映姫	人名	
しきえいき・やまざなどぅ	四季映姫・ヤマザナドゥ	人名	花：自機 / 文：Lv10
しきえいきやまざなどぅ	四季映姫・ヤマザナドゥ	人名	花：自機 / 文：Lv10
しきがみ	式神	名詞	
しきじん	式神	名詞	
しきとくうのきょうかい	境符「色と空の境界」	名詞	文：Ex-3 紫
しきとくうのきょうかい	色と空の境界	名詞	文：Ex-3 紫
じきねらい	自機狙い	名詞	
しきねんせんぐう	式年遷宮	名詞	
じぎょうはんえい	事業繁栄	名詞	
しげんのびーと	始原のビート　～ Prinstine Beat	名詞	輝針城：Extraボス・雷鼓のテーマ
しこうばな	紫香花	名詞	同人誌 (2005年10月1日 虎の穴)
じごくからす	地獄鴉	名詞	
じごくがらす	地獄鴉	名詞	
じごくごくらくめるとだうん	「地獄極楽メルトダウン」	名詞	地：空 6面EN--
じごくごくらくめるとだうん	地獄極楽メルトダウン	名詞	地：空 6面EN--
じごくのくりん	怪輪「地獄の苦輪」	名詞	地：勇儀 3面EN--
じごくのくりん	地獄の苦輪	名詞	地：勇儀 3面EN--
じごくのじんこうたいよう	「地獄の人工太陽」	名詞	地：空 6面EN-- / 非：空のスペル
じごくのじんこうたいよう	地獄の人工太陽	名詞	地：空 6面EN-- / 非：空のスペル
じごくはどうほう	地獄波動砲	名詞	非：空の必殺技
ししてすべてだいだんえん	宴会「死して全て大団円」	名詞	緋：幽々子のストーリースペル
ししてすべてだいだんえん	死して全て大団円	名詞	緋：幽々子のストーリースペル
ししゃせんべつのかま	死符「死者選別の鎌」	名詞	緋：小町の自機・ストーリースペル / 非：文のスペル
ししゃせんべつのかま	死者選別の鎌	名詞	緋：小町の自機・ストーリースペル / 非：小町のスペル
しじゅうけっかい	符の壱「四重結界」	名詞	萃：紫のストーリースペル
しじゅうけっかい	境符「四重結界」	名詞	永：紫の自機スペル / 萃：紫の壱符A / 緋非：紫のスペル
しじゅうけっかい	四重結界	名詞	永：紫の自機スペル・境符 / 萃：壱符A・境符、符の壱 / 緋非：紫のスペル・境符
ししゅつのゆうがとう	幽雅「死出の誘蛾灯」	名詞	文：8-2 幽々子 / 緋非：幽々子のスペル
ししゅつのゆうがとう	死出の誘蛾灯	名詞	文：8-2 幽々子 / 緋非：幽々子のスペル
しずかなるどき	静かなる怒気	名詞	心：一輪＆雲山の特技
しずは	秋静葉	人名	風：1中ボス / DS：Lv1
しずは	静葉	名	
じだいおやじおおめだま	大喝「時代親父大目玉」	名詞	星：一輪 3面EN--
じだいおやじおおめだま	時代親父大目玉	名詞	星：一輪 3面EN--
じだいおやじとはいからしょうじょ	時代親父とハイカラ少女	名詞	星蓮船：3面ボス・一輪＆雲山のテーマ / 心綺楼：stage雲上の宝船・一輪＆雲山のテーマ
したいはんかがい	「死体繁華街」	名詞	DS：8-5 燐
したいはんかがい	死体繁華街	名詞	DS：8-5 燐
したいふめいのくうぎょ	アンノウン「姿態不明の空魚」	名詞	神：ぬえ Extra
したいふめいのくうぎょ	姿態不明の空魚	名詞	神：ぬえ Extra
したいりょこう	死体旅行　～ Be of good cheer!	名詞	地霊殿：5面ボス・お燐のテーマ
しちはくきい	天界剣「七魄忌諱」	名詞	妖：妖夢 5面--H-
しちはくきい	七魄忌諱	名詞	妖：妖夢 5面--H-
しちょう	死蝶	名詞	
しちょうのまい	符蝶「死蝶の舞」	名詞	神：幽々子 1面EN--
しちょうのまい	符蝶「死蝶の舞　- 桜花 -」	名詞	神：幽々子 1面--HL
しちょうのまい	死蝶の舞	名詞	神：幽々子 1面EN--
しちょうのまい	死蝶の舞　- 桜花 -	名詞	神：幽々子 1面--HL
しちょうのまいおうか	符蝶「死蝶の舞　- 桜花 -」	名詞	神：幽々子 1面--HL
しちょうのまいおうか	死蝶の舞　- 桜花 -	名詞	神：幽々子 1面--HL
しちょうふげつ	「死蝶浮月」	名詞	文：8-8 幽々子
しちょうふげつ	死蝶浮月	名詞	文：8-8 幽々子
しちょうれい	死蝶霊	名詞	永：幽々子の使い魔
しっかいほうこう	悉皆彷徨	名詞	萃：幽々子 / 緋非：幽々子の必殺技
じっきょうせい	焔星「十凶星」	名詞	地：空 6面---L / 非：空のスペル
じっきょうせい	十凶星	名詞	地：空 6面---L / 非：空のスペル
しっそうふうび	疾走風靡	名詞	緋非：文の必殺技
しっそうゆうび	疾走優美	名詞	緋非：文の必殺技
しっぷうせん	疾風扇	名詞	緋非：文の必殺技
しっぷうどとう	疾風怒濤	名詞	花：魔理沙 カットイン
しでのかぜ	死出の風	名詞	緋非：小町の必殺技
しでのゆうがとう	幽雅「死出の誘蛾灯」	名詞	文：8-2 幽々子 / 緋非：幽々子のスペル
しでのゆうがとう	死出の誘蛾灯	名詞	文：8-2 幽々子 / 緋非：幽々子のスペル
しなないさつじんき	毒爪「死なない殺人鬼」	名詞	神：芳香 OverDrive
しなないさつじんき	死なない殺人鬼	名詞	神：芳香 OverDrive
しなばもろとも	死なばもろとも	名詞	靈異伝：魔界最終面 Sarielのテーマ2 
しにがみのおおがま	死神の大鎌	名詞	緋非：小町の必殺技
しにがみのなげぜに	死神の投げ銭	名詞	花：小町のC1
しにがみのなげせん	死神の投げ銭	名詞	花：小町のC1
しにんたんきー	降霊「死人タンキー」	名詞	神：青娥 4面EN--
しにんたんきー	死人タンキー	名詞	神：青娥 4面EN--
しねばしにぞん	死ねば死に損 生くれば生き得	名詞	花：小町 カットイン
しねばしにぞんいくればいきどく	死ねば死に損 生くれば生き得	名詞	花：小町 カットイン
しのびよるひしゃく	幽霊「忍び寄る柄杓」	名詞	星：水蜜 4面--HL
しのびよるひしゃく	忍び寄る柄杓	名詞	星：水蜜 4面--HL
しびとたんきー	降霊「死人タンキー」	名詞	神：青娥 4面EN--
しびとたんきー	死人タンキー	名詞	神：青娥 4面EN--
しびりぜいしょんおぶまじっく	Civilization of Magic	名詞	幺樂団5：Tr.12
しほうのとっこしょ	法力「至宝の独鈷杵」	名詞	星：星 5面EN--
しほうのとっこしょ	至宝の独鈷杵	名詞	星：星 5面EN--
しめんそかちゃーみんぐ	式輝「四面楚歌チャーミング」	名詞	妖：藍 Extra
しめんそかちゃーみんぐ	四面楚歌チャーミング	名詞	妖：藍 Extra
じゃあくなごせんふ	楽符「邪悪な五線譜」	名詞	輝：弁々：4面A EN--
じゃあくなごせんふ	邪悪な五線譜	名詞	輝：弁々：4面A EN--
しゃーまん	シャーマン	名詞	
じゃくじょう	寂静	名詞	
しゃくねつじごく	灼熱地獄	名詞	
しゃくねつじごくあと	灼熱地獄跡	名詞	
しゃくぶくむけん	折伏無間	名詞	萃：妖夢 / 緋非：妖夢の必殺技
しゃくぶくむげん	折伏無間	名詞	萃：妖夢 / 緋非：妖夢の必殺技
しゃしょく	捨食	名詞	
しゃちゅう	捨虫	名詞	
じゃっく・ざ・りっぱー	ジャック・ザ・リッパー	名詞	妖：咲夜A(幻符)の低速ショット / 花：咲夜のC1
じゃっくざりっぱー	ジャック・ザ・リッパー	名詞	妖：咲夜A(幻符)の低速ショット / 花：咲夜のC1
じゃっくざるどびれ	幻幽「ジャック・ザ・ルドビレ」	名詞	紅：咲夜 5面--HL
じゃっくざるどびれ	ジャック・ザ・ルドビレ	名詞	紅：咲夜 5面--HL / 妖：咲夜A(幻符)の高速ショット
じゃぱにーずさーが	ジャパニーズサーガ	名詞	求聞史紀：Tr.01
しゃめいまる	射命丸	姓	
しゃめいまるあや	射命丸文	人名	花文緋非DS：自機 / 文：書籍 / 風：4ボス / 地：支援(霊夢) / DS：Sp / 妖精：ED
しゃめいまるあやのあっぱくしゅざい	取材「射命丸文の圧迫取材」	名詞	DS：SP-6 文
しゃめいまるあやのあっぱくしゅざい	射命丸文の圧迫取材	名詞	DS：SP-6 文
しゃんはいありす	上海アリス	名詞	
しゃんはいありすげんがくだん	上海アリス幻樂団	名詞	同人サークル
しゃんはいこうちゃかん	上海紅茶館　～ Chinese Tea	名詞	紅魔郷：3面テーマ / 非想天則：美鈴のテーマ / 夢違科学世紀：Tr.03
しゃんはいにんぎょう	咒符「上海人形」	名詞	萃：アリスの壱符C / 緋非：アリスのスペル
しゃんはいにんぎょう	上海人形	名詞	永：アリスの使い魔 / 萃：アリスの壱符C / 緋非：アリスのスペル
しゅ	呪	名詞	
じゅうおうさいばん	審判「十王裁判」	名詞	文：10-4 四季映姫
じゅうおうさいばん	十王裁判	名詞	文：10-4 四季映姫
しゅうじょうむじょうのひびき	四生剣「衆生無情の響き」	名詞	文：6-8 妖夢
しゅうじょうむじょうのひびき	衆生無情の響き	名詞	文：6-8 妖夢
じゅうじん	獣人	名詞	
しゅうそうぎょく	秋霜玉	名詞	西方Project第1作目 (2000年12月30日 C59)
しゅうそうぎょく	秋霜玉　～ Clockworks	名詞	秋霜玉：タイトル画面テーマ
しゅーてぃんぐえこー	流光「シューティングエコー」	名詞	非：魔理沙のストーリースペル
しゅーてぃんぐえこー	シューティングエコー	名詞	非：魔理沙のストーリースペル
しゅーてぃんぐさふぁいあ	星符「シューティングサファイア」	名詞	妖精：B1-2 スターサファイア
しゅーてぃんぐさふぁいあ	シューティングサファイア	名詞	妖精：B1-2 スターサファイア
しゅーてぃんぐさん	シューティングサン	名詞	非：空の必殺技
しゅーてぃんぐすたー	シューティングスター	名詞	非：空の必殺技
しゅーとざむーん	光撃「シュート・ザ・ムーン」	名詞	永：魔理沙 4B面--HL
しゅーとざむーん	シュート・ザ・ムーン	名詞	永：魔理沙 4B面--HL
しゅーとざりとるむーん	光撃「シュート・ザ・リトルムーン」	名詞	妖精：Extra 魔理沙
しゅーとざりとるむーん	シュート・ザ・リトルムーン	名詞	妖精：Extra 魔理沙
じゅうななじょうのれーざー	眼光「十七条のレーザー」	名詞	神：神子 6面EN--
じゅうななじょうのれーざー	十七条のレーザー	名詞	心：神子の必殺技 //(眼光)神：神子 6面EN--
じゅうにかいのかんい	名誉「十二階の冠位」	名詞	神：神子 6面--HL
じゅうにかいのかんい	十二階の冠位	名詞	神：神子 6面--HL
じゅうにかいのしきさい	名誉「十二階の色彩」	名詞	神：神子 6面EN--
じゅうにかいのしきさい	十二階の色彩	名詞	神：神子 6面EN--
じゅうにしんしょうのうたげ	式神「十二神将の宴」	名詞	妖：藍 Extra
じゅうにしんしょうのうたげ	十二神将の宴	名詞	妖：藍 Extra
じゅうにしんじょうのうたげ	式神「十二神将の宴」	名詞	妖：藍 Extra
じゅうにしんじょうのうたげ	十二神将の宴	名詞	妖：藍 Extra
しゅくざい	宿罪	名詞	
しゅくちのまんと	縮地のマント	名詞	心：神子の必殺技
しゅじょう	衆生	名詞	
しゅじょうむじょうのひびき	四生剣「衆生無情の響き」	名詞	文：6-8 妖夢
しゅじょうむじょうのひびき	衆生無情の響き	名詞	文：6-8 妖夢
しゅちゅう	酒虫	名詞	
じゅっきょうせい	焔星「十凶星」	名詞	地：空 6面---L / 非：空のスペル
じゅっきょうせい	十凶星	名詞	地：空 6面---L / 非：空のスペル
しゅゆ	須臾	名詞	
しゅらのち	妄執剣「修羅の血」	名詞	文：6-4 妖夢
しゅらのち	修羅の血	名詞	文：6-4 妖夢
しゅんかんれいとうびーむ	冷符「瞬間冷凍ビーム」	名詞	非：チルノのスペル
しゅんかんれいとうびーむ	瞬間冷凍ビーム	名詞	非：チルノのスペル
しゅんさつされどう	瞬殺サレ道？	名詞	同人サークル
しゅんしゅんしゅうげつ	蠢々秋月　～ Mooned Insect	名詞	永夜抄：1面ボス・リグルのテーマ
しゅんせついへん	春雪異変	名詞	
しゅんど	春度	名詞	
しゅんぷうのゆめ	春風の夢	名詞	妖々夢：エンディングテーマ
しょう	寅丸星	人名	星：5ボス / DS：Lv7
しょう	星	名	
しょうあまぎみのえあまきもの	「聖尼公のエア巻物」	名詞	星：白蓮 6面-NH-
しょうあまぎみのえあまきもの	聖尼公のエア巻物	名詞	星：白蓮 6面-NH-
しょうう	瘴雨	名詞	
しょううんこうじょう	勝運向上	名詞	
じょうが	嫦娥	人名	儚月抄
じょうかのま	光符「浄化の魔」	名詞	星：星 5面ENH-
じょうかのま	浄化の魔	名詞	星：星 5面ENH-
しょうかんやくもしき	召喚八雲式	名詞	永：紫の使い魔
しょうじきもののし	滅罪「正直者の死」	名詞	永：妹紅 Extra
しょうじきもののし	正直者の死	名詞	永：妹紅 Extra
しょうじゃひつめつ	生者必滅	名詞	
しょうじゃひつめつのことわり	亡舞「生者必滅の理　‐眩惑‐」	名詞	妖：幽々子 6面E---
しょうじゃひつめつのことわり	亡舞「生者必滅の理　‐死蝶‐」	名詞	妖：幽々子 6面-N--
しょうじゃひつめつのことわり	亡舞「生者必滅の理　‐毒蛾‐」	名詞	妖：幽々子 6面--H-
しょうじゃひつめつのことわり	亡舞「生者必滅の理　‐魔境‐」	名詞	妖：幽々子 6面---L
しょうじゃひつめつのことわり	亡舞「生者必滅の理」	名詞	妖：幽々子 6面ENHL
しょうじゃひつめつのことわり	生者必滅の理　‐眩惑‐	名詞	妖：幽々子 6面E---
しょうじゃひつめつのことわり	生者必滅の理　‐死蝶‐	名詞	妖：幽々子 6面-N--
しょうじゃひつめつのことわり	生者必滅の理　‐毒蛾‐	名詞	妖：幽々子 6面--H-
しょうじゃひつめつのことわり	生者必滅の理　‐魔境‐	名詞	妖：幽々子 6面---L
しょうじゃひつめつのことわり	生者必滅の理	名詞	妖：幽々子 6面ENHL
しょうじょがみたにっぽんのげんふうけい	少女が見た日本の原風景	名詞	風神録：5面テーマ
しょうじょがみたにほんのげんふうけい	少女が見た日本の原風景	名詞	風神録：5面テーマ
しょうじょきそうきょく	少女綺想曲　～ Capriccio	名詞	幻想郷：4面ボス・靈夢テーマ / 幺樂団1：Tr.10 / 萃：霊夢(夜)テーマ // [Dream Battle] 永：4面ボス・霊夢テーマ
しょうじょきそうきょく	少女綺想曲　～ Dream Battle	名詞	永：4面ボス・霊夢のテーマ // [Capriccio] 幻想郷：4面ボス・靈夢のテーマ / 幺樂団１：Tr.10 / 萃：霊夢(夜)のテーマ
しょうじょげんそう	少女幻葬　～ Necro-Fantasy	名詞	妖々夢：Extraボス・藍のテーマ / 蓮台野夜行：Tr.10
しょうじょさとり	少女さとり　～ 3rd eye	名詞	地霊殿：4面ボス・さとりのテーマ
しょうじょしんせい	少女神性　～ Pandora's Box	名詞	秋霜玉：6面ボスのテーマ3
しょうじょだんまくきたん	少女弾幕奇譚	名詞	
しょうじょだんまくしゅーてぃんぐ	少女弾幕シューティング	名詞	
しょうじょひふうくらぶ	少女秘封倶楽部	名詞	蓮台野夜行：Tr.02
しょうじるてんざん	生死流転斬	名詞	萃：妖夢 / 緋非：妖夢の必殺技
しょうしんれい	小神霊	名詞	
しょうちしょうてんきゃく	抄地昇天脚	名詞	緋非：霊夢の必殺技
じょうちじん	常置陣	名詞	緋非：霊夢の必殺技
しょうてんきゃく	昇天脚	名詞	緋非：霊夢の必殺技
しょうてんしゅう	昇天蹴	名詞	萃：霊夢
しょうてんとつ	昇天突	名詞	非：天子の必殺技
しょうとくたいしのおーぱーつ	秘宝「聖徳太子のオーパーツ」	名詞	神：神子 6面---L
しょうとくたいしのおーぱーつ	聖徳太子のオーパーツ	名詞	神：神子 6面---L
しょうとくでんせつ	聖徳伝説　～ True Administrator	名詞	神霊廟：6面ボス・神子のテーマ / 心綺楼：stage神霊廟・神子のテーマ
しょうとくのぷれすてぃーじ	徳符「聖徳のプレスティージ」	名詞	心：神子のストーリースペル
しょうとくのぷれすてぃーじ	聖徳のプレスティージ	名詞	心：神子のストーリースペル
しょうどまんだら	天符「焦土曼荼羅」	名詞	DS：7-5 星
しょうどまんだら	焦土曼荼羅	名詞	DS：7-5 星
じょうどまんだら	東方封魔録　～ 浄土曼荼羅	名詞	封魔録：タイトル画面テーマ / 幺樂団3：Tr.01
